School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2017-2018,OREGON,4108040,Medford SD 549C,,,583,Mathematics,44,7456,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108040,Medford SD 549C,,,584,Reading/Language Arts,59,7517,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108160,Milton-Freewater Unified SD 7,,,583,Mathematics,30,936,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108160,Milton-Freewater Unified SD 7,,,584,Reading/Language Arts,42,936,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108280,Mitchell SD 55,,,583,Mathematics,15-19,175,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108280,Mitchell SD 55,,,584,Reading/Language Arts,40-44,176,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108310,Molalla River SD 35,,,583,Mathematics,37,1426,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108310,Molalla River SD 35,,,584,Reading/Language Arts,55,1435,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108430,Monroe SD 1J,,,583,Mathematics,19,211,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108430,Monroe SD 1J,,,584,Reading/Language Arts,41,211,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108460,Monument SD 8,,,583,Mathematics,40-59,23,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108460,Monument SD 8,,,584,Reading/Language Arts,60-79,23,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108520,Morrow SD 1,,,583,Mathematics,22,1208,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108520,Morrow SD 1,,,584,Reading/Language Arts,39,1194,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108550,Mt Angel SD 91,,,583,Mathematics,40,406,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108550,Mt Angel SD 91,,,584,Reading/Language Arts,52,405,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100640,Myrtle Point SD 41,,,583,Mathematics,23,283,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100640,Myrtle Point SD 41,,,584,Reading/Language Arts,37,284,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108650,Neah-Kah-Nie SD 56,,,583,Mathematics,43,438,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108650,Neah-Kah-Nie SD 56,,,584,Reading/Language Arts,59,436,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108700,Nestucca Valley SD 101J,,,583,Mathematics,37,243,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108700,Nestucca Valley SD 101J,,,584,Reading/Language Arts,54,243,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108720,Newberg SD 29J,,,583,Mathematics,43,2521,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108720,Newberg SD 29J,,,584,Reading/Language Arts,56,2534,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108820,North Bend SD 13,,,583,Mathematics,36,1914,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108820,North Bend SD 13,,,584,Reading/Language Arts,56,1932,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108830,North Clackamas SD 12,,,583,Mathematics,44,8646,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108830,North Clackamas SD 12,,,584,Reading/Language Arts,59,8729,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4104350,North Douglas SD 22,,,583,Mathematics,40-44,172,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4104350,North Douglas SD 22,,,584,Reading/Language Arts,50-54,175,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111400,North Lake SD 14,,,583,Mathematics,25-29,124,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111400,North Lake SD 14,,,584,Reading/Language Arts,40-44,124,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108880,North Marion SD 15,,,583,Mathematics,27,1022,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108880,North Marion SD 15,,,584,Reading/Language Arts,49,1015,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108940,North Powder SD 8J,,,583,Mathematics,25-29,162,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108940,North Powder SD 8J,,,584,Reading/Language Arts,50-54,162,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100020,North Santiam SD 29J,,,583,Mathematics,37,1219,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100020,North Santiam SD 29J,,,584,Reading/Language Arts,55,1221,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100048,North Wasco County SD 21,,,583,Mathematics,30,1574,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100048,North Wasco County SD 21,,,584,Reading/Language Arts,47,1576,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109000,Nyssa SD 26,,,583,Mathematics,29,613,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109000,Nyssa SD 26,,,584,Reading/Language Arts,50,609,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109120,Oakland SD 1,,,583,Mathematics,43,324,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109120,Oakland SD 1,,,584,Reading/Language Arts,65,324,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109150,Oakridge SD 76,,,583,Mathematics,25,285,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109150,Oakridge SD 76,,,584,Reading/Language Arts,40,283,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100384,ODE Hospital Program District,,,583,Mathematics,PS,1,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100384,ODE Hospital Program District,,,584,Reading/Language Arts,PS,1,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100045,ODE JDEP District,,,583,Mathematics,LE10,52,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100045,ODE JDEP District,,,584,Reading/Language Arts,20-29,56,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100049,ODE LTCT District,,,583,Mathematics,LE5,196,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100049,ODE LTCT District,,,584,Reading/Language Arts,20-24,194,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100043,ODE YCEP District,,,583,Mathematics,LE5,87,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100043,ODE YCEP District,,,584,Reading/Language Arts,20-24,91,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109270,Ontario SD 8C,,,583,Mathematics,31,1284,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109270,Ontario SD 8C,,,584,Reading/Language Arts,46,1262,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109330,Oregon City SD 62,,,583,Mathematics,40,4208,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109330,Oregon City SD 62,,,584,Reading/Language Arts,59,4210,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100009,Oregon Department of Education,,,583,Mathematics,32,540,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100009,Oregon Department of Education,,,584,Reading/Language Arts,57,538,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110890,Oregon Trail SD 46,,,583,Mathematics,47,2296,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110890,Oregon Trail SD 46,,,584,Reading/Language Arts,63,2305,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109430,Paisley SD 11,,,583,Mathematics,40-44,116,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109430,Paisley SD 11,,,584,Reading/Language Arts,55-59,116,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109480,Parkrose SD 3,,,583,Mathematics,25,1665,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109480,Parkrose SD 3,,,584,Reading/Language Arts,49,1663,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109510,Pendleton SD 16,,,583,Mathematics,41,1702,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109510,Pendleton SD 16,,,584,Reading/Language Arts,51,1707,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109530,Perrydale SD 21,,,583,Mathematics,35-39,162,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109530,Perrydale SD 21,,,584,Reading/Language Arts,50-54,163,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109600,Philomath SD 17J,,,583,Mathematics,46,843,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109600,Philomath SD 17J,,,584,Reading/Language Arts,60,848,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109630,Phoenix-Talent SD 4,,,583,Mathematics,23,1335,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109630,Phoenix-Talent SD 4,,,584,Reading/Language Arts,44,1345,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109660,Pilot Rock SD 2,,,583,Mathematics,20-24,178,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109660,Pilot Rock SD 2,,,584,Reading/Language Arts,40-44,178,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109690,Pine Creek SD 5,,,583,Mathematics,.,0,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109690,Pine Creek SD 5,,,584,Reading/Language Arts,.,0,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109720,Pine Eagle SD 61,,,583,Mathematics,50-54,95,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109720,Pine Eagle SD 61,,,584,Reading/Language Arts,65-69,96,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109750,Pinehurst SD 94,,,583,Mathematics,PS,4,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109750,Pinehurst SD 94,,,584,Reading/Language Arts,PS,4,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109870,Pleasant Hill SD 1,,,583,Mathematics,38,498,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109870,Pleasant Hill SD 1,,,584,Reading/Language Arts,50,511,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4109960,Plush SD 18,,,583,Mathematics,PS,3,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4109960,Plush SD 18,,,584,Reading/Language Arts,PS,3,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110020,Port Orford-Langlois SD 2CJ,,,583,Mathematics,40-44,109,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110020,Port Orford-Langlois SD 2CJ,,,584,Reading/Language Arts,60-64,109,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110040,Portland SD 1J,,,583,Mathematics,48,21998,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110040,Portland SD 1J,,,584,Reading/Language Arts,61,22479,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110080,Powers SD 31,,,583,Mathematics,10-14,71,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110080,Powers SD 31,,,584,Reading/Language Arts,20-24,71,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110110,Prairie City SD 4,,,583,Mathematics,35-39,65,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110110,Prairie City SD 4,,,584,Reading/Language Arts,60-64,65,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110200,Prospect SD 59,,,583,Mathematics,15-19,122,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110200,Prospect SD 59,,,584,Reading/Language Arts,35-39,122,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4103265,Rainier SD 13,,,583,Mathematics,27,507,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4103265,Rainier SD 13,,,584,Reading/Language Arts,50,508,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110350,Redmond SD 2J,,,583,Mathematics,45,3231,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110350,Redmond SD 2J,,,584,Reading/Language Arts,56,3262,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110410,Reedsport SD 105,,,583,Mathematics,21,306,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110410,Reedsport SD 105,,,584,Reading/Language Arts,37,314,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110520,Reynolds SD 7,,,583,Mathematics,21,5895,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110520,Reynolds SD 7,,,584,Reading/Language Arts,36,5890,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110530,Riddle SD 70,,,583,Mathematics,31,224,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110530,Riddle SD 70,,,584,Reading/Language Arts,45,226,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110560,Riverdale SD 51J,,,583,Mathematics,84,337,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110560,Riverdale SD 51J,,,584,Reading/Language Arts,87,338,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110680,Rogue River SD 35,,,583,Mathematics,28,483,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110680,Rogue River SD 35,,,584,Reading/Language Arts,45,483,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110820,Salem-Keizer SD 24J,,,583,Mathematics,35,22143,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110820,Salem-Keizer SD 24J,,,584,Reading/Language Arts,49,22134,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4108100,Santiam Canyon SD 129J,,,583,Mathematics,28,1911,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4108100,Santiam Canyon SD 129J,,,584,Reading/Language Arts,53,1925,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4110980,Scappoose SD 1J,,,583,Mathematics,39,1235,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4110980,Scappoose SD 1J,,,584,Reading/Language Arts,59,1253,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111040,Scio SD 95,,,583,Mathematics,43,376,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111040,Scio SD 95,,,584,Reading/Language Arts,61,379,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111100,Seaside SD 10,,,583,Mathematics,33,876,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111100,Seaside SD 10,,,584,Reading/Language Arts,51,872,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111220,Sheridan SD 48J,,,583,Mathematics,24,507,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111220,Sheridan SD 48J,,,584,Reading/Language Arts,35,509,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111250,Sherman County SD,,,583,Mathematics,45-49,139,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111250,Sherman County SD,,,584,Reading/Language Arts,60-64,139,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111290,Sherwood SD 88J,,,583,Mathematics,68,2908,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111290,Sherwood SD 88J,,,584,Reading/Language Arts,79,2902,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111450,Silver Falls SD 4J,,,583,Mathematics,46,2071,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111450,Silver Falls SD 4J,,,584,Reading/Language Arts,64,2066,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111490,Sisters SD 6,,,583,Mathematics,46,547,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111490,Sisters SD 6,,,584,Reading/Language Arts,67,539,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4105100,Siuslaw SD 97J,,,583,Mathematics,36,754,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4105100,Siuslaw SD 97J,,,584,Reading/Language Arts,52,756,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4105020,South Harney SD 33,,,583,Mathematics,GE50,8,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4105020,South Harney SD 33,,,584,Reading/Language Arts,GE50,8,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111580,South Lane SD 45J3,,,583,Mathematics,37,1359,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111580,South Lane SD 45J3,,,584,Reading/Language Arts,53,1362,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111610,South Umpqua SD 19,,,583,Mathematics,25,805,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111610,South Umpqua SD 19,,,584,Reading/Language Arts,44,807,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100021,South Wasco County SD 1,,,583,Mathematics,20-24,126,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100021,South Wasco County SD 1,,,584,Reading/Language Arts,45-49,125,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111640,Spray SD 1,,,583,Mathematics,40-59,27,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111640,Spray SD 1,,,584,Reading/Language Arts,40-59,27,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111670,Springfield SD 19,,,583,Mathematics,34,5078,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111670,Springfield SD 19,,,584,Reading/Language Arts,49,5135,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111720,St Helens SD 502,,,583,Mathematics,43,1587,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111720,St Helens SD 502,,,584,Reading/Language Arts,56,1595,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111760,St Paul SD 45,,,583,Mathematics,45-49,114,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111760,St Paul SD 45,,,584,Reading/Language Arts,60-64,115,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111790,Stanfield SD 61,,,583,Mathematics,34,249,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111790,Stanfield SD 61,,,584,Reading/Language Arts,47,249,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111910,Suntex SD 10,,,583,Mathematics,GE50,6,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111910,Suntex SD 10,,,584,Reading/Language Arts,GE50,6,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111940,Sutherlin SD 130,,,583,Mathematics,36,698,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111940,Sutherlin SD 130,,,584,Reading/Language Arts,51,699,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4111970,Sweet Home SD 55,,,583,Mathematics,33,1190,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4111970,Sweet Home SD 55,,,584,Reading/Language Arts,47,1191,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4106900,Three Rivers/Josephine County SD,,,583,Mathematics,30,2378,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4106900,Three Rivers/Josephine County SD,,,584,Reading/Language Arts,51,2401,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4112240,Tigard-Tualatin SD 23J,,,583,Mathematics,51,6640,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4112240,Tigard-Tualatin SD 23J,,,584,Reading/Language Arts,65,6574,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4112320,Tillamook SD 9,,,583,Mathematics,32,1214,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4112320,Tillamook SD 9,,,584,Reading/Language Arts,50,1207,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4112540,Ukiah SD 80R,,,583,Mathematics,LE20,16,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4112540,Ukiah SD 80R,,,584,Reading/Language Arts,21-39,16,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4112600,Umatilla SD 6R,,,583,Mathematics,19,725,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4112600,Umatilla SD 6R,,,584,Reading/Language Arts,32,728,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4112690,Union SD 5,,,583,Mathematics,30-34,165,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4112690,Union SD 5,,,584,Reading/Language Arts,45-49,166,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100014,Vale SD 84,,,583,Mathematics,38,483,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100014,Vale SD 84,,,584,Reading/Language Arts,60,483,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4112930,Vernonia SD 47J,,,583,Mathematics,30,278,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4112930,Vernonia SD 47J,,,584,Reading/Language Arts,40,278,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4112990,Wallowa SD 12,,,583,Mathematics,45-49,104,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4112990,Wallowa SD 12,,,584,Reading/Language Arts,55-59,104,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4113080,Warrenton-Hammond SD 30,,,583,Mathematics,40,527,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4113080,Warrenton-Hammond SD 30,,,584,Reading/Language Arts,51,528,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4113170,West Linn-Wilsonville SD 3J,,,583,Mathematics,61,5289,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4113170,West Linn-Wilsonville SD 3J,,,584,Reading/Language Arts,73,5303,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4113350,Willamina SD 30J,,,583,Mathematics,16,419,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4113350,Willamina SD 30J,,,584,Reading/Language Arts,28,423,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4113490,Winston-Dillard SD 116,,,583,Mathematics,23,686,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4113490,Winston-Dillard SD 116,,,584,Reading/Language Arts,41,695,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4113530,Woodburn SD 103,,,583,Mathematics,20,3050,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4113530,Woodburn SD 103,,,584,Reading/Language Arts,32,3015,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4100016,Yamhill Carlton SD 1,,,583,Mathematics,43,548,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4100016,Yamhill Carlton SD 1,,,584,Reading/Language Arts,62,549,,All Students,All Students,,All Grades,Reading/Language Arts,,
2017-2018,OREGON,4113650,Yoncalla SD 32,,,583,Mathematics,25-29,106,,All Students,All Students,,All Grades,Mathematics,,
2017-2018,OREGON,4113650,Yoncalla SD 32,,,584,Reading/Language Arts,50-54,106,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4100990,Adel SD 21,,,583,Mathematics,LT50,9,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4100990,Adel SD 21,,,584,Reading/Language Arts,LT50,9,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101020,Adrian SD 61,,,583,Mathematics,40-44,168,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101020,Adrian SD 61,,,584,Reading/Language Arts,60-64,168,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101200,Alsea SD 7J,,,583,Mathematics,20-24,85,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101200,Alsea SD 7J,,,584,Reading/Language Arts,25-29,84,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101230,Amity SD 4J,,,583,Mathematics,33,419,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101230,Amity SD 4J,,,584,Reading/Language Arts,48,428,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101350,Annex SD 29,,,583,Mathematics,35-39,66,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101350,Annex SD 29,,,584,Reading/Language Arts,35-39,66,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101470,Arlington SD 3,,,583,Mathematics,35-39,100,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101470,Arlington SD 3,,,584,Reading/Language Arts,50-54,101,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101500,Arock SD 81,,,583,Mathematics,LT50,11,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101500,Arock SD 81,,,584,Reading/Language Arts,GE50,11,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101560,Ashland SD 5,,,583,Mathematics,59,1487,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101560,Ashland SD 5,,,584,Reading/Language Arts,73,1489,,All Students,All Students,,All Grades,Reading/Language Arts,,
2018-2019,OREGON,4101590,Ashwood SD 8,,,583,Mathematics,PS,2,,All Students,All Students,,All Grades,Mathematics,,
2018-2019,OREGON,4101590,Ashwood SD 8,,,584,Reading/Language Arts,PS,2,,All Students,All Students,,All Grades,Reading/Language Arts,,
